,ID,LogitT_5
0,0901000011716,94.68730848366053
1,0901000012150,98.92751867122587
2,0901000011133,61.00729340353945
3,0901000011307,41.93528689754703
4,0901000010281,57.80915820975427
5,0901000012199,80.04646681054773
6,0901000012269,50.18576283432256
7,0901000012273,15.469456653273948
8,0901000011330,19.83160324642188
9,090100001181A,64.85613725793031
10,0901000011684,64.3727238608396
11,0901000011665,70.37768302117205
12,0901000010578,96.33507148224989
13,0901000010597,103.85618501300577
14,0901000010690,57.1556491790796
15,0901000010915,28.26468183484574
16,0901000012216,37.73392074785121
17,0901000011275,2.5812312600019864
18,0901000010065,89.88725479594507
19,0901000011063,33.72108517065554
20,0901000011542,80.13182270221938
21,0901000012358,38.15158848165659
22,0901000012057,92.27474579748657
23,0901000012201,44.56440773147927
24,0901000011222,81.28563862342979
25,090100001128A,33.925227029062476
26,0901000011364,86.86558930409609
27,0901000010027,66.77423047722851
28,0901000010031,83.59399073660602
29,0901000010987,98.47105259452854
30,0901000010991,52.42118642439779
31,0901000011006,45.519373215209995
32,0901000011769,40.99345795333089
33,0901000012042,101.26338359497501
34,0901000010718,62.78769430815548
35,0901000011951,91.22865861232412
36,0901000010012,87.01212177972612
37,090100001021A,74.9853411761167
38,0901000011044,39.98964623162384
39,0901000010525,71.19131251557454
40,0901000011129,91.52894499310052
41,090100001053A,93.90392533866972
42,0901000011970,90.45520542104188
43,0901000010826,78.90517924974768
44,0901000010830,76.78900699768981
45,0901000010845,76.22042750972193
46,0901000011010,28.443709731598716
47,0901000010722,68.2727865862638
48,090100001103A,28.82359482523796
49,0901000010614,98.88151163677178
50,0901000012362,87.82361481906503
51,0901000010629,101.91947484653086
52,0901000011881,18.921465508143044
53,0901000011928,80.57050932193279
54,0901000011966,91.5238986395988
55,0901000012004,45.799834444163395
56,0901000012019,78.4259420602379
57,0901000012038,100.24408488378805
58,0901000012131,87.24667265624433
59,0901000012184,66.47784427487879
60,0901000010084,105.76697193623228
61,0901000012292,39.925613549244865
62,0901000011114,51.909501782956745
63,0901000011078,72.8879870401648
64,090100001110A,56.08174674072343
65,0901000011190,81.56085084586624
66,0901000011203,117.38497786618215
67,0901000010563,89.51788197606199
68,0901000011148,16.62096377268857
69,090100001167A,74.1444838428818
70,0901000011519,91.24123360347659
71,0901000011523,95.87829624595223
72,0901000011631,99.13939365843954
73,0901000011646,97.51296986853535
74,0901000011650,83.35429129176649
75,0901000010046,81.12507934371229
76,0901000010050,93.29861930184218
77,0901000010101,92.10433421147627
78,0901000010116,88.6931551930821
79,0901000010493,102.11988973892865
80,0901000010173,106.06644748230221
81,0901000010188,91.53124542397317
82,0901000010224,80.61566983592604
83,0901000010239,97.72324808485213
84,0901000010421,67.1960464493011
85,0901000010807,77.11772464178695
86,0901000010243,74.19609466777867
87,0901000010258,92.50890668112005
88,0901000010262,75.800142847401
89,0901000010277,75.35906611982867
90,0901000010192,86.97599494892778
91,0901000010506,101.91121674806814
92,0901000010328,94.92513573082918
93,0901000010332,100.08195351701607
94,0901000010347,104.13734915175884
95,0901000010351,101.44499040132098
96,0901000010370,96.06672456261575
97,0901000010440,92.51246684203606
98,0901000010296,109.44630010346386
99,090100001060A,107.65576716127603
100,0901000010737,75.66502110120283
101,0901000010741,87.42007948875195
102,0901000010756,80.72089222272437
103,0901000010760,84.74765850791331
104,0901000010775,81.21016621729491
105,090100001092A,64.66045160164353
106,0901000010949,45.648993999789695
107,0901000010953,38.53479457494426
108,0901000010968,53.827866310545005
109,0901000010972,57.36107610174616
110,0901000012146,92.0293078482236
111,0901000010385,101.14359892415251
112,0901000011453,101.67957348607688
113,0901000011059,83.1643327935918
114,0901000010205,90.2580191010793
115,0901000011792,95.13213999387283
116,0901000012377,78.59415137829899
117,0901000012343,84.5824464302477
118,0901000012381,42.22568991710835
119,0901000011824,82.51181605457245
120,0901000010510,87.54954593364128
121,0901000011947,81.49861995586778
122,0901000012080,95.5448208611762
123,0901000012108,90.00042716808507
124,0901000012305,82.03900606084557
125,0901000011152,23.48253203040146
126,0901000011186,64.31048058599416
127,090100001078A,77.2979652500471
128,0901000011595,85.61417663539379
129,0901000011294,6.246418357005597
130,0901000010794,72.49444201878623
131,0901000011985,97.0505914697996
132,0901000011345,100.15492840334257
133,0901000011557,83.16275129515778
134,0901000011561,92.55271971577598
135,0901000010417,85.67960455902153
136,0901000010455,101.27327262615219
137,090100001014A,100.61002433251274
138,0901000010703,57.92788811895056
139,0901000010864,105.6983756159862
140,0901000010900,83.58739633680707
141,0901000011025,24.674920422782606
142,0901000011773,79.81990473485729
143,0901000011805,99.18261875818794
144,0901000010099,101.98455450353168
145,0901000011218,35.08741119096491
146,0901000011858,31.30170473962433
147,0901000011699,26.325738184279917
148,0901000011913,82.92735495813207
149,0901000010544,95.03757806098153
150,0901000010648,71.12776548935221
151,0901000010633,82.86455065966304
152,0901000011627,94.70324269453239
153,0901000010135,79.05768723806575
154,0901000010686,45.10306834373713
155,0901000010559,60.01359107131837
156,0901000010667,83.22758186839205
157,0901000010671,42.96734299714135
158,0901000011260,34.68979581327369
159,0901000011237,65.07276528835797
160,0901000011241,68.16328079043164
161,0901000011580,77.93831543931582
162,0901000011843,35.219012949516646
163,0901000011171,45.53184158962997
164,0901000012254,69.67842135259636
165,090100001224A,82.89588524768878
166,0901000012288,53.74949105743765
167,0901000010898,92.42314499666145
168,0901000012339,41.017086987859756
169,0901000010313,105.50233023006942
170,0901000012023,83.79839925456156
171,0901000012324,64.09183592096421
172,090100001231A,65.5716991558758
173,0901000012095,78.68865085759018
174,0901000012220,87.68858032053198
175,090100001199A,104.40237482009391
176,0901000010474,111.09913120480867
177,0901000012112,101.52756989861459
178,0901000012235,93.73802709898072
179,0901000011434,81.11273274263803
180,0901000010169,90.07569855739797
181,0901000012076,43.33358446779088
182,0901000012061,23.925159277586268
183,0901000010309,72.12374097497462
184,0901000011472,50.894005279018714
185,0901000011379,51.90090879538805
186,0901000010811,71.96529619542054
187,0901000011788,87.13634212220747
188,0901000011839,61.29883657272158
189,0901000012165,109.88714379070157
190,0901000010489,94.8304983999298
191,090100001174A,95.21846010443161
192,0901000011754,45.234586949263445
193,090100001135A,82.86702093387656
194,0901000011720,17.67188103484031
195,0901000011468,88.47707561632329
196,0901000011932,91.17961945479158
197,0901000011487,110.40663479906766
198,0901000011735,77.02359410397341
199,0901200010604,85.73886187299769
200,0901200011072,57.96270703315497
201,0901200011424,79.3766424937546
202,0901200010498,47.69843283297259
203,0901200010125,103.9097721313158
204,0901200010445,79.92375928959264
205,0901200010074,44.646092694981625
206,0901200010159,99.60679242255257
207,090120001045A,63.29032831781927
208,0901200010411,76.22949683763767
209,0901200010017,50.1979228982056
210,0901200010214,78.3732505524225
211,090120001077A,78.69026331950104
212,0901200010267,63.205423385862154
213,0901200010303,91.7122675739844
214,0901200012066,56.934822636903625
215,090120001198A,65.97599889429863
216,0901200012174,54.10136041021073
217,0901200011994,65.49419909054778
218,0901200010500,95.85173350692985
219,0901200011000,65.41825238113243
220,090120001216A,52.31964410097807
221,0901200011509,99.27177797738892
222,090120001020A,60.35460888509652
223,0901200010021,50.77730601219579
224,0901200010106,48.42310917474927
225,090120001013A,108.2790440373706
226,0901200010182,74.21912808123768
227,0901200010197,48.887626230818334
228,0901200010040,52.60080270116258
229,0901200271763,16.864764319734686
230,0901200012070,29.657454911634456
231,0901200011068,46.462987946668555
232,0901200012121,23.710715576209683
233,090120027180A,3.628635930350038
234,0901200011975,52.669011659604465
235,0901200011388,56.03327168424445
236,0901200011956,31.51738753125825
237,0901200010430,74.32752331031763
238,0901200011918,84.65929588750843
239,0901200012206,77.63194325681526
240,0901200012155,2.3952850229304947
241,0901200010479,84.97836282486605
242,0901200262314,31.002862174190003
243,0901200011937,59.57052444062884
244,0901200012193,72.24846444581033
245,090120001038A,55.02659816995157
246,0901200010483,59.56879877269666
247,0901200010712,91.17860663925275
248,0901200010943,59.58185935330751
249,0901200010962,59.58698783823512
250,0901200010568,59.0857060588842
251,0901200010642,80.79321095950579
252,0901200010407,59.10578032674059
253,0901200010426,78.42906941349945
254,0901200010572,92.57661087224828
255,0901200010549,53.70191463822564
256,0901200010731,59.4793864250191
257,0901200010765,58.29293139813922
258,0901200010816,97.72867749705495
259,0901200010820,71.93133446413226
260,0901200010835,60.971440393695495
261,090120001084A,48.744125435251306
262,0901200010854,42.45401005654131
263,0901200010869,64.3239422271512
264,0901200010888,74.95781655101881
265,090120001091A,98.11601133434048
266,0901200010375,89.0163376311697
267,090120026248A,28.61547688699583
268,0901200010623,82.51055331616647
269,0901200010638,72.32808474419126
270,0901200010657,77.30159787505026
271,0901200010661,33.05650409846984
272,0901200010676,97.61106278769573
273,0901200010680,81.51762271041858
274,0901200010695,48.09472590074024
275,0901200010727,81.7003970298056
276,0901200010939,64.94902764548786
277,0901200010977,27.816280431288064
278,0901200011015,61.32236400756594
279,0901200010996,66.81726695831453
280,090120001102A,65.5671299809684
281,0901200011034,24.48404454387748
282,0901200011157,58.41323416527199
283,0901200011087,80.20295789412381
284,0901200011091,70.23550583529183
285,0901200011104,90.05904333425542
286,0901200011119,95.84441506295416
287,0901200011566,35.58693621763226
288,0901200010089,57.80735068838443
289,0901200011176,104.67053840486695
290,0901200011513,96.10356520024115
291,0901200012013,76.20249921687216
292,0901200012047,85.5566394006527
293,0901200011049,8.784454423681137
294,0901200012051,92.3765477112892
